1,3.852257490158081
1,nan
2,nan
3,nan
4,nan
5,nan
6,nan
7,nan
8,nan
9,nan
10,nan
11,nan
12,nan
13,nan
14,nan
15,nan
16,nan
17,nan
18,nan
19,nan
20,nan
21,nan
22,nan
23,nan
24,nan
25,nan
26,nan
27,nan
28,nan
29,nan
30,nan
31,nan
32,nan
33,nan
34,nan
35,nan
36,nan
37,nan
38,nan
39,nan
40,nan
41,nan
42,nan
43,nan
44,nan
45,nan
46,nan
47,nan
48,nan
49,nan
50,nan
51,nan
52,nan
53,nan
54,nan
55,nan
56,nan
57,nan
58,nan
59,nan
60,nan
61,nan
62,nan
63,nan
64,nan
65,nan
66,nan
67,nan
68,nan
69,nan
70,nan
71,nan
72,nan
73,nan
74,nan
75,nan
76,nan
77,nan
78,nan
79,nan
80,nan
81,nan
82,nan
83,nan
84,nan
85,nan
86,nan
87,nan
1,nan
2,nan
3,nan
4,nan
5,nan
6,nan
7,nan
8,nan
9,nan
10,nan
11,nan
12,nan
13,nan
14,nan
15,nan
16,nan
17,nan
18,nan
19,nan
20,nan
21,nan
22,nan
23,nan
24,nan
25,nan
26,nan
27,nan
28,nan
29,nan
30,nan
31,nan
32,nan
33,nan
34,nan
35,nan
1,6.535525321960449
1,6.424099922180176
2,1.5987112522125244
3,0.864738404750824
4,0.5805413126945496
5,0.41430947184562683
6,0.313753217458725
7,0.2416435331106186
8,0.19280864298343658
9,0.1533844769001007
10,0.1254412978887558
11,0.10197831690311432
12,0.08767441660165787
13,0.07601547986268997
14,0.06665227562189102
15,0.05399048700928688
16,0.04895053803920746
17,0.04703877121210098
18,0.03938411548733711
19,0.037286438047885895
20,0.035378340631723404
21,0.03075997717678547
22,0.028817711398005486
23,0.026916539296507835
24,0.02425788901746273
25,0.025281913578510284
26,0.021289149299263954
27,0.02194756269454956
28,0.0197259783744812
29,0.01992773823440075
30,0.018143389374017715
31,0.01717711240053177
32,0.016534483060240746
33,0.016024602577090263
34,0.01532610785216093
35,0.01486909668892622
36,0.013671091757714748
37,0.013573870994150639
38,0.013482666574418545
39,0.013237611390650272
40,0.013572543859481812
41,0.01181463897228241
42,0.012679663486778736
43,0.01181277260184288
44,0.011191682890057564
45,0.010378207080066204
46,0.010921884328126907
47,0.010701162740588188
48,0.009872589260339737
49,0.010118956677615643
50,0.009211108088493347
51,0.009766877628862858
52,0.008333559148013592
53,0.009428838267922401
54,0.007487552240490913
55,0.008053445257246494
56,0.008879055269062519
57,0.007201479747891426
58,0.008357899263501167
59,0.00853846687823534
60,0.00815639179199934
61,0.008123372681438923
62,0.006737876683473587
63,0.007585945539176464
64,0.0068214223720133305
65,0.007404014468193054
66,0.007639228366315365
67,0.006083185318857431
68,0.007067624479532242
69,0.006862082052975893
70,0.0068434239365160465
71,0.006169287953525782
72,0.006606536917388439
73,0.0061703030951321125
74,0.00583410682156682
75,0.005732150282710791
76,0.006135320290923119
77,0.005929465871304274
78,0.005790597293525934
79,0.005697842687368393
80,0.005534176714718342
81,0.004950685426592827
82,0.005996151827275753
83,0.00502509530633688
84,0.005661195609718561
85,0.0050389692187309265
86,0.004662071354687214
87,0.006161122117191553
88,0.005211600102484226
89,0.0051431916654109955
90,0.005447318311780691
91,0.0051260171458125114
92,0.004585823975503445
93,0.005060937255620956
94,0.005004166625440121
95,0.004964906722307205
96,0.004353062249720097
97,0.004579826723784208
98,0.004648598842322826
99,0.004188367165625095
100,0.004670596681535244
101,0.004226181656122208
102,0.005177032668143511
103,0.004145858343690634
104,0.004897034727036953
105,0.004356154706329107
106,0.004418987315148115
107,0.0039199162274599075
108,0.003858399810269475
109,0.004801058676093817
110,0.003675012616440654
111,0.004359208047389984
112,0.004121207632124424
113,0.003996312618255615
114,0.004060765262693167
115,0.0043223025277256966
116,0.0038414564915001392
117,0.003966478630900383
118,0.00388461840339005
119,0.0035004913806915283
120,0.004170018248260021
121,0.0037385490722954273
122,0.0034140548668801785
123,0.004120904952287674
124,0.004048587754368782
125,0.0030748178251087666
126,0.003908442799001932
127,0.004083162173628807
128,0.0032676509581506252
129,0.0037166315596550703
130,0.0035507145803421736
131,0.004007359500974417
132,0.0033485465683043003
133,0.003708571195602417
134,0.003862070618197322
135,0.003539945464581251
136,0.003853864734992385
137,0.0032795469742268324
138,0.003398835426196456
139,0.003210538299754262
140,0.003696221159771085
141,0.003966931719332933
142,0.003026893362402916
143,0.003395096166059375
144,0.0035116577055305243
145,0.003466180758550763
146,0.003125677350908518
147,0.002996603725478053
148,0.0028901901096105576
149,0.0035462533123791218
150,0.002789468737319112
151,0.003492513904348016
152,0.0034521184861660004
153,0.0032892965245991945
154,0.00307326833717525
155,0.00301516056060791
156,0.003376392647624016
157,0.003352433443069458
158,0.003326884238049388
159,0.0028308681212365627
160,0.002989971311762929
161,0.0032115501817315817
162,0.003127043368294835
163,0.00306519353762269
164,0.0028039913158863783
165,0.0029887722339481115
166,0.002692275447770953
1,0.0029556136578321457
